"X" "chr" "start" "end" "strand" "gene.name" "center" "loci_group" "OR_cluster" "class"
"1147" 779460 "chr7" 106988364 106989666 "-" "Olfr712-ps1" 106989015 "chr7_4" "OR-Cluster-58" "II"
"1148" 779464 "chr7" 106995399 107006072 "-" "Olfr2" 107000735.5 "chr7_4" "OR-Cluster-58" "II"
"1149" 779541 "chr7" 107031174 107040994 "+" "Olfr713" 107036084 "chr7_4" "OR-Cluster-58" "II"
"1150" 779564 "chr7" 107070981 107077802 "+" "Olfr714" 107074391.5 "chr7_4" "OR-Cluster-58" "II"
"1151" 779589 "chr7" 107093220 107099808 "+" "Olfr17" 107096514 "chr7_4" "OR-Cluster-58" "II"
"1152" 779625 "chr7" 107125267 107131083 "-" "Olfr715" 107128175 "chr7_4" "OR-Cluster-58" "II"
"1153" 779642 "chr7" 107138327 107150581 "+" "Olfr716" 107144454 "chr7_4" "OR-Cluster-58" "II"
"1154" 780097 "chr7" 107812263 107816336 "+" "Olfr467" 107814299.5 "chr7_4" "OR-Cluster-59" "II"
"1155" 780121 "chr7" 107816220 107817084 "+" "Olfr468-ps1" 107816652 "chr7_4" "OR-Cluster-59" "II"
"1156" 780125 "chr7" 107820566 107825541 "-" "Olfr469" 107823053.5 "chr7_4" "OR-Cluster-59" "II"
"1157" 780151 "chr7" 107842905 107847490 "-" "Olfr470" 107845197.5 "chr7_4" "OR-Cluster-59" "II"
"1158" 780173 "chr7" 107861064 107861999 "-" "Olfr471" 107861531.5 "chr7_4" "OR-Cluster-59" "II"
"1159" 780179 "chr7" 107897902 107907762 "+" "Olfr472" 107902832 "chr7_4" "OR-Cluster-59" "II"
"1160" 780207 "chr7" 107930446 107935661 "+" "Olfr473" 107933053.5 "chr7_4" "OR-Cluster-59" "II"
"1161" 780226 "chr7" 107954643 107955575 "+" "Olfr474" 107955109 "chr7_4" "OR-Cluster-59" "II"
"1162" 780233 "chr7" 107964803 107969514 "+" "Olfr476" 107967158.5 "chr7_4" "OR-Cluster-59" "II"
"1163" 780249 "chr7" 107986693 107992723 "+" "Olfr477" 107989708 "chr7_4" "OR-Cluster-59" "II"
"1164" 780268 "chr7" 108029965 108033989 "-" "Olfr478" 108031977 "chr7_4" "OR-Cluster-59" "II"
"1165" 780284 "chr7" 108050693 108056783 "+" "Olfr479" 108053738 "chr7_4" "OR-Cluster-59" "II"
"1166" 780316 "chr7" 108064878 108067346 "-" "Olfr480" 108066112 "chr7_4" "OR-Cluster-59" "II"
"1167" 780332 "chr7" 108079855 108085824 "+" "Olfr481" 108082839.5 "chr7_4" "OR-Cluster-59" "II"
"1168" 780351 "chr7" 108092999 108097586 "-" "Olfr482" 108095292.5 "chr7_4" "OR-Cluster-59" "II"
"1169" 780370 "chr7" 108100849 108105944 "+" "Olfr483" 108103396.5 "chr7_4" "OR-Cluster-59" "II"
"1170" 780390 "chr7" 108120691 108127449 "-" "Olfr484" 108124070 "chr7_4" "OR-Cluster-59" "II"
"1171" 780407 "chr7" 108158918 108159871 "-" "Olfr485" 108159394.5 "chr7_4" "OR-Cluster-59" "II"
"1172" 780414 "chr7" 108171798 108172742 "-" "Olfr486" 108172270 "chr7_4" "OR-Cluster-59" "II"
"1173" 780424 "chr7" 108208868 108214636 "-" "Olfr487" 108211752 "chr7_4" "OR-Cluster-59" "II"
"1174" 780440 "chr7" 108251617 108258347 "-" "Olfr488" 108254982 "chr7_4" "OR-Cluster-59" "II"
"1175" 780468 "chr7" 108276746 108277712 "+" "Olfr489-ps1" 108277229 "chr7_4" "OR-Cluster-59" "II"
"1176" 780471 "chr7" 108285893 108288934 "-" "Olfr490" 108287413.5 "chr7_4" "OR-Cluster-59" "II"
"1177" 780490 "chr7" 108313451 108318827 "+" "Olfr491" 108316139 "chr7_4" "OR-Cluster-59" "II"
"1178" 780517 "chr7" 108322730 108323674 "-" "Olfr492" 108323202 "chr7_4" "OR-Cluster-59" "II"
"1179" 780524 "chr7" 108346035 108346979 "-" "Olfr493" 108346507 "chr7_4" "OR-Cluster-59" "II"
"1180" 780531 "chr7" 108365335 108368436 "+" "Olfr494" 108366885.5 "chr7_4" "OR-Cluster-59" "II"
"1181" 780551 "chr7" 108393167 108397513 "+" "Olfr495" 108395340 "chr7_4" "OR-Cluster-59" "II"
"1182" 780568 "chr7" 108417104 108418018 "+" "Olfr496-ps1" 108417561 "chr7_4" "OR-Cluster-59" "II"
"1183" 780571 "chr7" 108420421 108424911 "+" "Olfr497" 108422666 "chr7_4" "OR-Cluster-59" "II"
"1184" 780590 "chr7" 108465326 108467585 "+" "Olfr498" 108466455.5 "chr7_4" "OR-Cluster-59" "II"
"1185" 780597 "chr7" 108475756 108477407 "-" "Olfr499-ps1" 108476581.5 "chr7_4" "OR-Cluster-59" "II"
"1186" 780601 "chr7" 108485908 108486840 "+" "Olfr500-ps1" 108486374 "chr7_4" "OR-Cluster-59" "II"
"1187" 780604 "chr7" 108508058 108509003 "+" "Olfr501-ps1" 108508530.5 "chr7_4" "OR-Cluster-59" "II"
"1188" 780610 "chr7" 108520825 108525065 "-" "Olfr502" 108522945 "chr7_4" "OR-Cluster-59" "II"
"1189" 780630 "chr7" 108544527 108545498 "+" "Olfr503" 108545012.5 "chr7_4" "OR-Cluster-59" "II"
"1190" 780643 "chr7" 108564836 108565793 "-" "Olfr504" 108565314.5 "chr7_4" "OR-Cluster-59" "II"
"1191" 780656 "chr7" 108574061 108575415 "+" "Olfr505-ps1" 108574738 "chr7_4" "OR-Cluster-59" "II"
"1192" 780663 "chr7" 108610787 108615340 "+" "Olfr506" 108613063.5 "chr7_4" "OR-Cluster-59" "II"
"1193" 780680 "chr7" 108621814 108622764 "+" "Olfr507" 108622289 "chr7_4" "OR-Cluster-59" "II"
"1194" 780687 "chr7" 108629994 108631628 "+" "Olfr508" 108630811 "chr7_4" "OR-Cluster-59" "II"
"1195" 780694 "chr7" 108644336 108651906 "-" "Olfr509" 108648121 "chr7_4" "OR-Cluster-59" "II"
"1196" 780733 "chr7" 108666418 108670259 "+" "Olfr510" 108668338.5 "chr7_4" "OR-Cluster-59" "II"
"1197" 780769 "chr7" 108696201 108696417 "+" "Olfr511-ps1" 108696309 "chr7_4" "OR-Cluster-59" "II"
"1198" 780772 "chr7" 108713320 108714375 "+" "Olfr512" 108713847.5 "chr7_4" "OR-Cluster-59" "II"
"1199" 780787 "chr7" 108750973 108756800 "+" "Olfr513" 108753886.5 "chr7_4" "OR-Cluster-59" "II"
"1200" 780806 "chr7" 108825065 108825997 "-" "Olfr514" 108825531 "chr7_4" "OR-Cluster-59" "II"
"1201" 780813 "chr7" 108843304 108843492 "-" "Olfr515-ps1" 108843398 "chr7_4" "OR-Cluster-59" "II"
"1202" 780816 "chr7" 108844788 108850529 "-" "Olfr516" 108847658.5 "chr7_4" "OR-Cluster-59" "II"
"1203" 780844 "chr7" 108867208 108872379 "-" "Olfr517" 108869793.5 "chr7_4" "OR-Cluster-59" "II"
"1204" 780863 "chr7" 108880188 108885006 "-" "Olfr518" 108882597 "chr7_4" "OR-Cluster-59" "II"
"1205" 780879 "chr7" 108893461 108894420 "-" "Olfr519" 108893940.5 "chr7_4" "OR-Cluster-59" "II"
"1206" 815047 "chr7" 140159999 140164764 "-" "Olfr522" 140162381.5 "chr7_2" "OR-Cluster-60" "II"
"1207" 815055 "chr7" 140173217 140178758 "+" "Olfr523" 140175987.5 "chr7_2" "OR-Cluster-60" "II"
"1208" 815116 "chr7" 140198499 140205964 "-" "Olfr524" 140202231.5 "chr7_2" "OR-Cluster-60" "II"
"1209" 815371 "chr7" 140320858 140327625 "+" "Olfr525" 140324241.5 "chr7_2" "OR-Cluster-61" "II"
"1210" 815391 "chr7" 140334017 140338551 "+" "Olfr527" 140336284 "chr7_2" "OR-Cluster-61" "II"
"1211" 815417 "chr7" 140341477 140342204 "+" "Olfr528-ps1" 140341840.5 "chr7_2" "OR-Cluster-61" "II"
"1212" 815420 "chr7" 140343815 140361671 "-" "Olfr60" 140352743 "chr7_2" "OR-Cluster-61" "II"
"1213" 815471 "chr7" 140368510 140370102 "+" "Olfr529-ps1" 140369306 "chr7_2" "OR-Cluster-61" "II"
"1214" 815475 "chr7" 140371872 140376331 "-" "Olfr530" 140374101.5 "chr7_2" "OR-Cluster-61" "II"
"1215" 815497 "chr7" 140399045 140402918 "-" "Olfr531" 140400981.5 "chr7_2" "OR-Cluster-61" "II"
"1216" 815526 "chr7" 140415710 140421639 "-" "Olfr532" 140418674.5 "chr7_2" "OR-Cluster-61" "II"
"1217" 815545 "chr7" 140463370 140468128 "+" "Olfr533" 140465749 "chr7_2" "OR-Cluster-61" "II"
"1218" 815615 "chr7" 140478760 140479629 "-" "Olfr534-ps1" 140479194.5 "chr7_2" "OR-Cluster-61" "II"
"1219" 815618 "chr7" 140484216 140497104 "+" "Olfr535" 140490660 "chr7_2" "OR-Cluster-61" "II"
"1220" 815709 "chr7" 140500849 140507396 "-" "Olfr536" 140504122.5 "chr7_2" "OR-Cluster-61" "II"
"1221" 815767 "chr7" 140529534 140541080 "+" "Olfr537-ps1" 140535307 "chr7_2" "OR-Cluster-61" "II"
"1222" 815786 "chr7" 140567886 140575793 "+" "Olfr538" 140571839.5 "chr7_2" "OR-Cluster-61" "II"
"1223" 815804 "chr7" 140601269 140617678 "+" "Olfr46" 140609473.5 "chr7_2" "OR-Cluster-61" "II"
"1224" 815833 "chr7" 140628970 140638798 "+" "Olfr61" 140633884 "chr7_2" "OR-Cluster-61" "II"
"1225" 815865 "chr7" 140646452 140653085 "+" "Olfr53" 140649768.5 "chr7_2" "OR-Cluster-61" "II"
"1226" 815891 "chr7" 140659930 140678580 "+" "Olfr539" 140669255 "chr7_2" "OR-Cluster-61" "II"
"1227" 815916 "chr7" 140669126 140669737 "-" "Olfr540-ps1" 140669431.5 "chr7_2" "OR-Cluster-61" "II"
"1228" 815919 "chr7" 140681951 140696845 "+" "Olfr45" 140689398 "chr7_2" "OR-Cluster-61" "II"
"1229" 815936 "chr7" 140697267 140705606 "+" "Olfr541" 140701436.5 "chr7_2" "OR-Cluster-61" "II"
"1230" 815960 "chr7" 140717473 140722112 "+" "Olfr542-ps1" 140719792.5 "chr7_2" "OR-Cluster-61" "II"
"1231" 868225 "chr8" 72041218 72060630 "+" "Olfr372" 72050924 "chr8_1" "OR-Cluster-62" "II"
"1232" 868250 "chr8" 72083177 72103084 "+" "Olfr373" 72093130.5 "chr8_1" "OR-Cluster-62" "II"
"1233" 868278 "chr8" 72107040 72118200 "+" "Olfr374" 72112620 "chr8_1" "OR-Cluster-62" "II"
"1234" 873318 "chr8" 83535780 83545227 "+" "Olfr370" 83540503.5 "chr8_2" "OR-Cluster-63" "II"
"1235" 878333 "chr8" 85225988 85231509 "+" "Olfr371" 85228748.5 "chr8_2" "OR-Cluster-64" "II"
"1236" 913645 "chr9" 3233346 3236427 "+" "Olfr369-ps1" 3234886.5 "chr9_1" NA "II"
"1237" 920196 "chr9" 18751507 18763996 "-" "Olfr24" 18757751.5 "chr9_2" "OR-Cluster-65" "II"
"1238" 920216 "chr9" 18814728 18819526 "-" "Olfr828" 18817127 "chr9_2" "OR-Cluster-65" "II"
"1239" 920232 "chr9" 18854933 18859080 "+" "Olfr829" 18857006.5 "chr9_2" "OR-Cluster-65" "II"
"1240" 920248 "chr9" 18874693 18878369 "+" "Olfr830" 18876531 "chr9_2" "OR-Cluster-65" "II"
"1241" 920264 "chr9" 18931922 18932981 "-" "Olfr831-ps1" 18932451.5 "chr9_2" "OR-Cluster-65" "II"
"1242" 920268 "chr9" 18937122 18948940 "+" "Olfr832" 18943031 "chr9_2" "OR-Cluster-65" "II"
"1243" 920284 "chr9" 18969994 18970906 "-" "Olfr833-ps1" 18970450 "chr9_2" "OR-Cluster-65" "II"
"1244" 920287 "chr9" 18987990 18988928 "+" "Olfr834" 18988459 "chr9_2" "OR-Cluster-65" "II"
"1245" 920297 "chr9" 19032735 19037670 "+" "Olfr835" 19035202.5 "chr9_2" "OR-Cluster-65" "II"
"1246" 920313 "chr9" 19120382 19125938 "+" "Olfr836" 19123160 "chr9_2" "OR-Cluster-65" "II"
"1247" 920338 "chr9" 19136317 19140641 "+" "Olfr837" 19138479 "chr9_2" "OR-Cluster-65" "II"
"1248" 920355 "chr9" 19153584 19154560 "-" "Olfr838-ps1" 19154072 "chr9_2" "OR-Cluster-65" "II"
"1249" 920358 "chr9" 19168407 19177312 "-" "Olfr839-ps1" 19172859.5 "chr9_2" "OR-Cluster-65" "II"
"1250" 920368 "chr9" 19203452 19205669 "-" "Olfr840-ps1" 19204560.5 "chr9_2" "OR-Cluster-65" "II"
"1251" 920372 "chr9" 19219070 19232174 "-" "Olfr841-ps1" 19225622 "chr9_2" "OR-Cluster-65" "II"
"1252" 920376 "chr9" 19242956 19251987 "-" "Olfr843" 19247471.5 "chr9_2" "OR-Cluster-65" "II"
"1253" 920406 "chr9" 19316347 19320097 "+" "Olfr844" 19318222 "chr9_2" "OR-Cluster-65" "II"
"1254" 920421 "chr9" 19336457 19341718 "+" "Olfr845" 19339087.5 "chr9_2" "OR-Cluster-65" "II"
"1255" 920449 "chr9" 19357065 19364005 "-" "Olfr846" 19360535 "chr9_2" "OR-Cluster-65" "II"
"1256" 920469 "chr9" 19373668 19378669 "-" "Olfr847" 19376168.5 "chr9_2" "OR-Cluster-65" "II"
"1257" 920485 "chr9" 19403600 19404529 "-" "Olfr848-ps1" 19404064.5 "chr9_2" "OR-Cluster-65" "II"
"1258" 920491 "chr9" 19440266 19446923 "+" "Olfr849" 19443594.5 "chr9_2" "OR-Cluster-65" "II"
"1259" 920507 "chr9" 19477301 19478248 "-" "Olfr850" 19477774.5 "chr9_2" "OR-Cluster-65" "II"
"1260" 920521 "chr9" 19493295 19502815 "+" "Olfr851" 19498055 "chr9_2" "OR-Cluster-65" "II"
"1261" 920537 "chr9" 19533644 19533869 "-" "Olfr852-ps1" 19533756.5 "chr9_2" "OR-Cluster-65" "II"
"1262" 920540 "chr9" 19534202 19541076 "-" "Olfr853" 19537639 "chr9_2" "OR-Cluster-65" "II"
"1263" 920556 "chr9" 19566435 19567382 "-" "Olfr854" 19566908.5 "chr9_2" "OR-Cluster-65" "II"
"1264" 920569 "chr9" 19582617 19586030 "+" "Olfr855" 19584323.5 "chr9_2" "OR-Cluster-65" "II"
"1265" 920679 "chr9" 19657057 19658647 "-" "Olfr856-ps1" 19657852 "chr9_2" "OR-Cluster-65" "II"
"1266" 920686 "chr9" 19709433 19714930 "+" "Olfr857" 19712181.5 "chr9_2" "OR-Cluster-65" "II"
"1267" 920711 "chr9" 19737451 19738380 "+" "Olfr858-ps1" 19737915.5 "chr9_2" "OR-Cluster-65" "II"
"1268" 920714 "chr9" 19780283 19785333 "+" "Olfr58" 19782808 "chr9_2" "OR-Cluster-65" "II"
"1269" 920731 "chr9" 19804906 19817626 "+" "Olfr859" 19811266 "chr9_2" "OR-Cluster-65" "II"
"1270" 920762 "chr9" 19845156 19849747 "-" "Olfr860" 19847451.5 "chr9_2" "OR-Cluster-65" "II"
"1271" 920788 "chr9" 19875510 19876639 "+" "Olfr861-ps1" 19876074.5 "chr9_2" "OR-Cluster-65" "II"
"1272" 920792 "chr9" 19882417 19888004 "-" "Olfr862" 19885210.5 "chr9_2" "OR-Cluster-65" "II"
"1273" 920809 "chr9" 19916865 19929124 "+" "Olfr77" 19922994.5 "chr9_2" "OR-Cluster-65" "II"
"1274" 920833 "chr9" 19941510 19942438 "-" "Olfr863-ps" 19941974 "chr9_2" "OR-Cluster-65" "II"
"1275" 920838 "chr9" 19996433 19997362 "+" "Olfr864-ps1" 19996897.5 "chr9_2" "OR-Cluster-65" "II"
"1276" 920841 "chr9" 20024684 20024768 "-" "Olfr865-ps1" 20024726 "chr9_2" "OR-Cluster-65" "II"
"1277" 920844 "chr9" 20026959 20028035 "-" "Olfr866" 20027497 "chr9_2" "OR-Cluster-65" "II"
"1278" 920858 "chr9" 20050955 20057562 "-" "Olfr867" 20054258.5 "chr9_2" "OR-Cluster-65" "II"
"1279" 920883 "chr9" 20098626 20104754 "+" "Olfr868" 20101690 "chr9_2" "OR-Cluster-65" "II"
"1280" 920909 "chr9" 20129009 20138763 "+" "Olfr869" 20133886 "chr9_2" "OR-Cluster-65" "II"
"1281" 920919 "chr9" 20168533 20174057 "-" "Olfr870" 20171295 "chr9_2" "OR-Cluster-65" "II"
"1282" 920941 "chr9" 20212207 20213353 "+" "Olfr871" 20212780 "chr9_2" "OR-Cluster-65" "II"
"1283" 920949 "chr9" 20237119 20261643 "+" "Olfr872" 20249381 "chr9_2" "OR-Cluster-65" "II"
"1284" 920962 "chr9" 20282351 20287578 "+" "Olfr39" 20284964.5 "chr9_2" "OR-Cluster-65" "II"
"1285" 920981 "chr9" 20298532 20303599 "+" "Olfr873" 20301065.5 "chr9_2" "OR-Cluster-65" "II"
"1286" 921018 "chr9" 20312152 20336094 "-" "Olfr18" 20324123 "chr9_2" "OR-Cluster-65" "II"
"1287" 935301 "chr9" 37708964 37716250 "-" "Olfr160" 37712607 "chr9_3" "OR-Cluster-66" "II"
"1288" 935328 "chr9" 37729977 37731104 "-" "Olfr151" 37730540.5 "chr9_3" "OR-Cluster-66" "II"
"1289" 935339 "chr9" 37745106 37748594 "+" "Olfr874" 37746850 "chr9_3" "OR-Cluster-66" "II"
"1290" 935357 "chr9" 37771857 37774459 "+" "Olfr875" 37773158 "chr9_3" "OR-Cluster-66" "II"
"1291" 935374 "chr9" 37803031 37808144 "+" "Olfr876" 37805587.5 "chr9_3" "OR-Cluster-66" "II"
"1292" 935408 "chr9" 37854269 37857320 "+" "Olfr877" 37855794.5 "chr9_3" "OR-Cluster-66" "II"
"1293" 935424 "chr9" 37896724 37903519 "+" "Olfr145" 37900121.5 "chr9_3" "OR-Cluster-66" "II"
"1294" 935444 "chr9" 37917840 37922474 "+" "Olfr878" 37920157 "chr9_3" "OR-Cluster-66" "II"
"1295" 935483 "chr9" 37941415 37942108 "+" "Olfr879-ps1" 37941761.5 "chr9_3" "OR-Cluster-66" "II"
"1296" 935486 "chr9" 37968355 37968583 "+" "Olfr880-ps1" 37968469 "chr9_3" "OR-Cluster-66" "II"
"1297" 935489 "chr9" 37991825 37996408 "+" "Olfr881" 37994116.5 "chr9_3" "OR-Cluster-66" "II"
"1298" 935509 "chr9" 38003071 38004895 "+" "Olfr882-ps1" 38003983 "chr9_3" "OR-Cluster-66" "II"
"1299" 935513 "chr9" 38025808 38026737 "+" "Olfr883" 38026272.5 "chr9_3" "OR-Cluster-66" "II"
"1300" 935520 "chr9" 38046555 38050137 "+" "Olfr884" 38048346 "chr9_3" "OR-Cluster-66" "II"
"1301" 935536 "chr9" 38061322 38062251 "+" "Olfr885" 38061786.5 "chr9_3" "OR-Cluster-66" "II"
"1302" 935543 "chr9" 38069587 38070748 "+" "Olfr886-ps1" 38070167.5 "chr9_3" "OR-Cluster-66" "II"
"1303" 935548 "chr9" 38084072 38090737 "+" "Olfr887" 38087404.5 "chr9_3" "OR-Cluster-66" "II"
"1304" 935569 "chr9" 38108128 38111381 "+" "Olfr888" 38109754.5 "chr9_3" "OR-Cluster-66" "II"
"1305" 935585 "chr9" 38115198 38121245 "+" "Olfr889" 38118221.5 "chr9_3" "OR-Cluster-66" "II"
"1306" 935602 "chr9" 38142517 38148375 "+" "Olfr890" 38145446 "chr9_3" "OR-Cluster-66" "II"
"1307" 935618 "chr9" 38179871 38180821 "-" "Olfr891" 38180346 "chr9_3" "OR-Cluster-66" "II"
"1308" 935628 "chr9" 38189727 38190658 "+" "Olfr892-ps1" 38190192.5 "chr9_3" "OR-Cluster-66" "II"
"1309" 935633 "chr9" 38208365 38211598 "+" "Olfr893" 38209981.5 "chr9_3" "OR-Cluster-66" "II"
"1310" 935657 "chr9" 38218055 38221706 "+" "Olfr894" 38219880.5 "chr9_3" "OR-Cluster-66" "II"
"1311" 935674 "chr9" 38252774 38256549 "+" "Olfr143" 38254661.5 "chr9_3" "OR-Cluster-66" "II"
"1312" 935690 "chr9" 38267851 38269735 "+" "Olfr895" 38268793 "chr9_3" "OR-Cluster-66" "II"
"1313" 935706 "chr9" 38291107 38294465 "+" "Olfr896-ps1" 38292786 "chr9_3" "OR-Cluster-66" "II"
"1314" 935733 "chr9" 38308797 38309731 "+" "Olfr897-ps1" 38309264 "chr9_3" "OR-Cluster-66" "II"
"1315" 935738 "chr9" 38329060 38335889 "+" "Olfr25" 38332474.5 "chr9_3" "OR-Cluster-66" "II"
"1316" 935762 "chr9" 38348411 38352919 "+" "Olfr898" 38350665 "chr9_3" "OR-Cluster-66" "II"
"1317" 935787 "chr9" 38366896 38371355 "+" "Olfr250" 38369125.5 "chr9_3" "OR-Cluster-66" "II"
"1318" 935803 "chr9" 38377086 38382474 "+" "Olfr251" 38379780 "chr9_3" "OR-Cluster-66" "II"
"1319" 935819 "chr9" 38401698 38407997 "+" "Olfr147" 38404847.5 "chr9_3" "OR-Cluster-66" "II"
"1320" 935838 "chr9" 38429455 38432682 "+" "Olfr901" 38431068.5 "chr9_3" "OR-Cluster-66" "II"
"1321" 935865 "chr9" 38447652 38450576 "+" "Olfr902" 38449114 "chr9_3" "OR-Cluster-66" "II"
"1322" 935882 "chr9" 38456452 38457523 "+" "Olfr1543-ps1" 38456987.5 "chr9_3" "OR-Cluster-66" "II"
"1323" 935886 "chr9" 38463144 38468995 "+" "Olfr904" 38466069.5 "chr9_3" "OR-Cluster-66" "II"
"1324" 935902 "chr9" 38471107 38477013 "+" "Olfr905" 38474060 "chr9_3" "OR-Cluster-66" "II"
"1325" 935919 "chr9" 38487085 38491560 "+" "Olfr906" 38489322.5 "chr9_3" "OR-Cluster-66" "II"
"1326" 935935 "chr9" 38495801 38499882 "+" "Olfr907" 38497841.5 "chr9_3" "OR-Cluster-66" "II"
"1327" 935967 "chr9" 38516034 38516965 "+" "Olfr908" 38516499.5 "chr9_3" "OR-Cluster-66" "II"
"1328" 935972 "chr9" 38521580 38527133 "+" "Olfr911-ps1" 38524356.5 "chr9_3" "OR-Cluster-66" "II"
"1329" 935989 "chr9" 38537849 38540820 "+" "Olfr910" 38539334.5 "chr9_3" "OR-Cluster-66" "II"
"1330" 935999 "chr9" 38580178 38586876 "+" "Olfr912" 38583527 "chr9_3" "OR-Cluster-66" "II"
"1331" 936009 "chr9" 38592759 38596283 "+" "Olfr913" 38594521 "chr9_3" "OR-Cluster-66" "II"
"1332" 936019 "chr9" 38605102 38610978 "+" "Olfr914" 38608040 "chr9_3" "OR-Cluster-66" "II"
"1333" 936035 "chr9" 38646590 38647522 "-" "Olfr915" 38647056 "chr9_3" "OR-Cluster-66" "II"
"1334" 936056 "chr9" 38655052 38659875 "-" "Olfr916" 38657463.5 "chr9_3" "OR-Cluster-66" "II"
"1335" 936086 "chr9" 38664913 38665842 "-" "Olfr917" 38665377.5 "chr9_3" "OR-Cluster-66" "II"
"1336" 936096 "chr9" 38669861 38674601 "-" "Olfr918" 38672231 "chr9_3" "OR-Cluster-66" "II"
"1337" 936119 "chr9" 38696804 38703673 "-" "Olfr919" 38700238.5 "chr9_3" "OR-Cluster-66" "II"
"1338" 936272 "chr9" 38752299 38760117 "+" "Olfr920" 38756208 "chr9_3" "OR-Cluster-66" "II"
"1339" 936286 "chr9" 38773068 38779021 "+" "Olfr921" 38776044.5 "chr9_3" "OR-Cluster-66" "II"
"1340" 936317 "chr9" 38814614 38819195 "+" "Olfr922" 38816904.5 "chr9_3" "OR-Cluster-66" "II"
"1341" 936334 "chr9" 38826545 38830300 "+" "Olfr923" 38828422.5 "chr9_3" "OR-Cluster-66" "II"
"1342" 936361 "chr9" 38844449 38851495 "+" "Olfr924" 38847972 "chr9_3" "OR-Cluster-66" "II"
"1343" 936377 "chr9" 38855060 38855990 "+" "Olfr26" 38855525 "chr9_3" "OR-Cluster-66" "II"
"1344" 936385 "chr9" 38868866 38869645 "+" "Olfr925-ps1" 38869255.5 "chr9_3" "OR-Cluster-66" "II"
"1345" 936388 "chr9" 38877126 38878176 "+" "Olfr926" 38877651 "chr9_3" "OR-Cluster-66" "II"
"1346" 936396 "chr9" 38892240 38893021 "-" "Olfr927-ps1" 38892630.5 "chr9_3" "OR-Cluster-66" "II"
"1347" 936399 "chr9" 38895580 38895816 "+" "Olfr928-ps1" 38895698 "chr9_3" "OR-Cluster-66" "II"
"1348" 936402 "chr9" 38907173 38907847 "-" "Olfr929-ps1" 38907510 "chr9_3" "OR-Cluster-66" "II"
"1349" 936406 "chr9" 38929809 38931396 "+" "Olfr930" 38930602.5 "chr9_3" "OR-Cluster-66" "II"
"1350" 936426 "chr9" 38945167 38945715 "-" "Olfr931-ps1" 38945441 "chr9_3" "OR-Cluster-66" "II"
"1351" 936429 "chr9" 38945914 38949211 "+" "Olfr1545-ps1" 38947562.5 "chr9_3" "OR-Cluster-66" "II"
"1352" 936434 "chr9" 38972313 38979861 "+" "Olfr933" 38976087 "chr9_3" "OR-Cluster-66" "II"
"1353" 936451 "chr9" 38981026 38988315 "-" "Olfr934" 38984670.5 "chr9_3" "OR-Cluster-66" "II"
"1354" 936480 "chr9" 38993971 38999683 "-" "Olfr935" 38996827 "chr9_3" "OR-Cluster-66" "II"
"1355" 936496 "chr9" 39018073 39023377 "-" "Olfr146" 39020725 "chr9_3" "OR-Cluster-66" "II"
"1356" 936527 "chr9" 39046614 39047550 "-" "Olfr936" 39047082 "chr9_3" "OR-Cluster-66" "II"
"1357" 936542 "chr9" 39058851 39064951 "-" "Olfr937" 39061901 "chr9_3" "OR-Cluster-66" "II"
"1358" 936567 "chr9" 39077698 39078887 "-" "Olfr938" 39078292.5 "chr9_3" "OR-Cluster-66" "II"
"1359" 936575 "chr9" 39084499 39095161 "-" "Olfr939-ps1" 39089830 "chr9_3" "OR-Cluster-66" "II"
"1360" 936585 "chr9" 39104049 39104983 "-" "Olfr941-ps1" 39104516 "chr9_3" "OR-Cluster-66" "II"
"1361" 936588 "chr9" 39128131 39145072 "+" "Olfr27" 39136601.5 "chr9_3" "OR-Cluster-66" "II"
"1362" 936609 "chr9" 39158924 39159923 "+" "Olfr942-ps1" 39159423.5 "chr9_3" "OR-Cluster-66" "II"
"1363" 936613 "chr9" 39166304 39192350 "+" "Olfr943" 39179327 "chr9_3" "OR-Cluster-66" "II"
"1364" 936670 "chr9" 39201920 39218421 "+" "Olfr944" 39210170.5 "chr9_3" "OR-Cluster-66" "II"
"1365" 936701 "chr9" 39234412 39249994 "-" "Olfr1537" 39242203 "chr9_3" "OR-Cluster-66" "II"
"1366" 936717 "chr9" 39256869 39276818 "-" "Olfr945" 39266843.5 "chr9_3" "OR-Cluster-66" "II"
"1367" 936736 "chr9" 39284296 39284636 "-" "Olfr946-ps1" 39284466 "chr9_3" "OR-Cluster-66" "II"
"1368" 936739 "chr9" 39287813 39299548 "-" "Olfr947-ps1" 39293680.5 "chr9_3" "OR-Cluster-66" "II"
"1369" 936764 "chr9" 39315712 39326045 "-" "Olfr948" 39320878.5 "chr9_3" "OR-Cluster-66" "II"
"1370" 936784 "chr9" 39364561 39365509 "+" "Olfr949-ps1" 39365035 "chr9_3" "OR-Cluster-66" "II"
"1371" 936789 "chr9" 39383330 39384320 "+" "Olfr950-ps1" 39383825 "chr9_3" "OR-Cluster-66" "II"
"1372" 936793 "chr9" 39387410 39395633 "+" "Olfr951" 39391521.5 "chr9_3" "OR-Cluster-66" "II"
"1373" 936809 "chr9" 39426093 39427148 "-" "Olfr952" 39426620.5 "chr9_3" "OR-Cluster-66" "II"
"1374" 936817 "chr9" 39452295 39453293 "+" "Olfr953-ps1" 39452794 "chr9_3" "OR-Cluster-66" "II"
"1375" 936821 "chr9" 39456701 39464625 "+" "Olfr954" 39460663 "chr9_3" "OR-Cluster-66" "II"
